,author,title,text,date,text_type
57,Fernando Pessoa,[Carta a Ophélia Queiroz - 16 Abr. 1920],"
Meu Bebezinho mau:

Tenho que estar em casa hoje exactamente ao meio-dia. Não posso, por isso, aparecer à hora combinada. Quero ver se consigo encontrar o Osório para ele entregar esta carta entre o meio-dia e o meio-dia e meia-hora.

Podes aparecer amanhã nas proximidades da Livraria Inglesa, como de costume, às 11 horas (

onze

)?

Parece-me que essa hora, pelo menos durante uns dias, será melhor que o meio-dia. Amanhã às onze, se puderes aparecer, eu te explico melhor.
Adeus, meu amor pequenino. Imensos beijos do teu, sempre e muito teu


Fernando


l6-IV-1920
",16-4-1920,prose
58,Ricardo Reis,Sob estas árvores ou aquelas árvores,"
Sob estas árvores ou aquelas árvores
Conduzi a dança,
Conduzi a dança, ninfas singelas
Até ao amplo gozo
Que tomais da vida. Conduzi a dança
E sê quase humanas
Com o vosso gozo derramado em ritmos
Em ritmos solenes
Que a nossa alegria torna maliciosos
Para nossa triste
Vida que não sabe sob as mesmas árvores
Conduzir a dança...
",s.d.,poem
59,Fernando Pessoa,"SHAKESPEARE - Great as his tragedies are, none of them is greater than...","
SHAKESPEARE


Great as his tragedies are, none of them is greater than the tragedy of his own life. The Gods gave him all great gifts but one; the one they gave not was the power to use those great gifts greatly. He stands forth as the greatest example of genius, pure genius, genius immortal and unavailing. His creative power was shattered into a thousand fragments by the stress and oppression of like. It is but the shreds of itself. 

Disjecta membra

, said Carlyle, are what we have of any poet, or of any man. Of no poet or man is this truer than of Shakespeare.

He stands before us, melancholy, witty, at times half insane, never losing his hold on the objective world, ever knowing what he wanted, dreaming ever high purposes and impossible greatnesses, and waking ever to mean ends and low triumphs. This, this was his great experience of life; for there is no great experience of life that is not, finally, the calm experience of a disillusion.
His wavering purpose; his unsettled will; his violent and fictitious emotions; his great, tormless thoughts; his intuition, the greatest that has ever been, seeing right through a thought and expressing it as if the thought itself spoke living an alien life down to its blood and flesh and speaking from it as the man himself could never have done; his power of observation, gathering a whole thing into one paramount aspect; his practical ability born of his quick understanding of things...
When the higher faculties of the mind are broken, in abeyance, or sluggish in their operation, the lower one assume an unwonted force. Thus his practical ability was the one thing that withstood the stress and pressure of life and lack of will. He could amass money who strove in vain to amass the completion of created beauty. (If we wish to determine whether he was indeed thus, we have to see whether, towards the end of his life, there is not a growth of abruption in practical things.)
He began with two long narrative poems — highly imperfect as narrative wholes, and that is the beginning of his, written when he had yet an instinct to write greater than the intellectual impulse for it. With broadening consciousness, he lost his rapidity (...)

Grandes como são as suas tragédias, nenhuma delas supera a tragédia da sua própria vida. Os deuses concederam-lhe todos os grandes dons, salvo um; e esse que lhe negaram foi a faculdade de usar esses grandes dons com grandeza. Destaca-se como o maior exemplo do génio, génio puro, génio imortal e inútil. O seu poder criador quebraram-no em mil fragmentos a tensão e opressão da vida. Não passa dos farrapos de si próprio. Disjecta membra disse Carlyle, é o que nós temos de qualquer poeta ou de qualquer homem. Acerca de nenhum poeta ou homem se pode afirmar o mesmo com mais verdade do que acerca de Shakespeare.
Ergue-se perante nós melancólico, espirituoso, por vezes semi-louco, sem nunca pender o seu domínio do mundo objectivo, sabendo sempre o que pretendia, sempre sonhando com altos propósitos e impossíveis grandezas, e sempre despertando para fins mesquinhos e baixos triunfos. Foi esta, esta e não outra, a sua grande experiência da vida; pois não há grande experiência da vida que não seja, afinal, a experiência calma de uma desilusão.
O vacilar dos seus propósitos; a sua vontade incerta; as suas emoções violentas e fictícias; os seus grandes pensamentos amorfos; a sua intuição, a maior que jamais houve, que via claro através de um pensamento exprimindo-o como se fosse este que falasse, vivendo uma vida alheia até ao seu sangue e carne, e falando como o próprio homem nunca o poderia fazer; as suas faculdades de observação, reunindo um todo num só aspecto de importância primacial; a sua capacidade prática nascida da rápida compreensão das coisas...
Quando as faculdades superiores do espírito soçobram, se encontram suspensas ou funcionam com morosidade, as inferiores adquirem força desusada. Assim, a capacidade prática de Shakespeare foi a única coisa que resistiu a tensão e pressão da vidas e à falta de vontade. Aquele homem, que em vão forcejava por acumular a consumação da beleza criada, sabia acumular dinheiro. Se desejarmos determinar se ele assim era, de facto, temos de verificar se, na fase final da sua vida, não teria havido um maior desajustamento nas coisas práticas.
Começou com dois longos poemas narrativos — muito imperfeitos como um todo narrativo, e é aí que desponta o seu segredo — escritos quando o seu instinto de escrever era ainda superior ao impulso intelectual para tanto. Com o ampliar da sua consciência, perdeu a rapidez (.. )
",s.d.,prose
60,Fernando Pessoa,Vai alta a nuvem que passa.,"
Vai alta a nuvem que passa.

Vai alta a nuvem que passa.
Vai alto o meu pensamento
Que é escravo da tua graça
Como a nuvem o é do vento.
",7-9-1934,poem
61,Fernando Pessoa,A conservação da aliança inglesa é necessária.,"
Iberia

A conservação da aliança inglesa é necessária. A Inglaterra é o único país realmente civilizado da Europa. A Itália, que é o outro, foi-o. A sua era passou; talvez volte, porque o seu espírito é criador, e a sua alma próxima dos Deuses.
Que à Inglaterra não convirá... Se lhe convir, convir-lhe-á. Gibraltar é um estorvo. Isso, porém, é o menos. É um elemento sentimental.
Se no programa do imperialismo ibérico estiver uma aliança com a Inglaterra, contem com o facto de que a Inglaterra não se oporá.
A valorização intelectual da Ibéria no estrangeiro. É isso uma coisa que pode começar já. Intelectualmente somos mal conhecidos lá fora, trans-pirenéus. Qual o fim disso? A criação duma personalidade europeia nossa, que nos valorize perante o estrangeiro.
As influências franco-germânicas, deleterias para a nossa personalidade ibérica.
",s.d.,prose
62,Fernando Pessoa,"III - Análogo começo,","
III

Análogo começo,
Uníssono me peço,
Gaia ciência o assomo —
Falha no último tomo,

Onde prolixo ameaço
Paralelo transpasso
O entreaberto haver
Diagonal a ser.

O interlúdio vernal,
Conquista do fatal,
Onde, veludo, afaga
A última que alaga.

Timbre do vespertino,
Ali, caricia, o hino
Outonou entre preces
Antes que, água, comeces.
",24-9-1923,poem
63,Fernando Pessoa,"É a espada, vejam bem","
É a espada, vejam bem
Que ao mal e ao crime conduz;
A espada tem uma coroa
E a coroa tem uma cruz.
",7-12-1908,poem
64,Fernando Pessoa,Tales of a Madman. 1st series,"
Tales of a Madman. 1st series

I. «The Devil's Voice»
II. «The Case of the Science Master»
III. «The Wandering Jew»
",s.d.,prose
65,Bernardo Soares,Não me indigno porque a indignação é para os fortes;,"
Não me indigno porque a indignação é para os fortes; não me resigno, porque a resignação é para os nobres; não me calo, porque o silêncio é para os grandes. E eu não sou forte, nem nobre, nem grande. Sofro e sonho. Queixo-me porque sou fraco e, porque sou artista, entretenho-me a tecer musicais as minhas queixas e a arranjar meus sonhos conforme me parece melhor à minha ideia de os achar belos.
Só lamento o não ser criança, para que pudesse crer nos meus sonhos, o não ser doido para que pudesse afastar da alma de todos os que me cercam, […]

Tomar o sonho por real, viver demasiado os sonhos deu-me este espinho à rosa falsa de minha sonhada vida: que nem os sonhos me agradam, porque lhes acho defeitos.

Nem com pintar esse vidro de sombras coloridas me oculto o rumor da vida alheia ao meu olhá-la, do outro lado.

Ditosos os fazedores de sistemas pessimistas! Não só se amparam de ter feito qualquer coisa, como também se alegram do explicado, e se incluem na dor universal.
Eu não me queixo pelo mundo. Não protesto em nome do universo. Não sou pessimista. Sofro e queixo-me, mas não sei se o que há de mal é o sofrimento nem sei se é humano sofrer. Que me importa saber se isso é certo ou não?
Eu sofro, não sei se merecidamente. (Corça perseguida.)

Eu não sou pessimista, sou triste.
",s.d.,prose
66,Ricardo Reis,"Quero, da vida, só não conhecê-la.","
Quero, da vida, só não conhecê-la.
Bastam, a quem o Fado pôs na vida,
As formas sucessórias
Da vida insubsistente.
Pouco serve pensar que são eternos
Os nossos nadas com que na alma amamos
Os outros pobres nadas
Que (...)
Gratos aos deuses, menos pela incerta
Posse do sonhado certo, recolhamos
A mercê passageira
De instantes que não duram.
",6-8-1923,poem
67,Alberto Caeiro,A água chia no púcaro que elevo à boca.,"
A água chia no púcaro que elevo à boca.
«É um som fresco» diz-me quem me dá a bebê-la.
Sorrio. O som é só um som de chiar.
Bebo a água sem ouvir nada com a minha garganta.
",29-5-1918,poem
68,Bernardo Soares,"Durei horas incógnitas, momentos sucessivos sem relação,","
Durei horas incógnitas, momentos sucessivos sem relação, no passeio em que fui, de noite, à beira sozinha do mar. Todos os pensamentos, que têm feito viver homens, todas as emoções, que os homens têm deixado de viver, passaram por minha mente, como um resumo escuro da história, nessa minha meditação andada à beira-mar.

Sofri em mim, comigo, as aspirações de todas as eras, e comigo passearam, à beira ouvida do mar, os desassossegos de todos os tempos. O que os homens quiseram e não fizeram, o que mataram fazendo-o, o que as almas foram e ninguém disse — de tudo isto se formou a alma sensível com que passeei de noite à beira-mar. E o que os amantes estranharam no outro amante, o que a mulher ocultou sempre ao marido de quem é, o que a mãe pensa do filho que não teve, o que teve forma só num sorriso ou numa oportunidade, num tempo que não foi esse ou numa emoção que falta — tudo isso, no meu passeio à beira-mar, foi comigo e voltou comigo, e as ondas estorciam magnamente o acompanhamento que me fazia dormi-lo.
Somos quem não somos, e a vida é pronta e triste. O som das ondas à noite é um som da noite; e quantos o ouviram na própria alma, como a esperança constante que se desfaz no escuro com um som surdo de espuma funda! Que lágrimas choraram os que obtiveram, que lágrimas perderam os que conseguiram! E tudo isto, no passeio à beira-mar, se me tornou o segredo da noite e da confidência do abismo. Quantos somos! Quantos nos enganamos! Que mares soam em nós, na noite de sermos, pelas praias que nos sentimos nos alagamentos da emoção!

Aquilo que se perdeu, aquilo que se deveria ter querido, aquilo que se obteve e satisfez por erro, o que amámos e perdemos e, depois de perder, vimos, amando por tê-lo perdido, que o não havíamos amado; o que julgávamos que pensávamos quando sentíamos; o que era uma memória e críamos que era uma emoção; e o mar todo, vindo lá, rumoroso e fresco, do grande fundo de toda a noite, a estuar fino na praia, no decurso nocturno do meu passeio à beira-mar...

Quem sabe sequer o que pensa ou ,o que deseja? Quem sabe o que é para si-mesmo? Quantas coisas a música sugere e nos sabe bem que não possam ser! Quantas a noite recorda e choramos e não foram nunca!

Como uma voz solta da paz deitada ao comprido, a enrolação da onda estoira e esfria e há um salivar audível pela praia invisível fora.

Quanto morro se sinto por tudo! Quanto sinto se assim vagueio, incorpóreo e humano, com o coração parado como uma praia, e todo o mar de tudo, na noite em que vivemos, batendo alto, chasco, e esfria-se, no meu eterno passeio nocturno à beira-mar!
",18-5-1930,prose
